"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q3","Q8","Q4","Q5","Q7","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q45","Q46","Q47","Q48","Q49","Q50","Q51","Q52","Q52_11_TEXT","rid","Treatment_DO","switch_1_demand","switch_2_demand"
"14","2021-02-19 13:04:20","2021-02-19 13:06:29","0","119.249.66.95","100","129","1","2021-02-19 13:06:30","R_XtWbZKeFo1a8wKd","","","","","38.851104736328100","115.49029541015600","anonymous","EN","1","300","250","300","2","","3","2","","4","","","","2","","","","","","","","2","2","","2","","","","2","","","","","","","","2","8","2","1","5","1","2","2","3","","602f46b3-b25c-8798-84f6-af69c3042bc5","E_positive",2,2
"15","2021-02-19 13:05:27","2021-02-19 13:07:19","0","124.160.214.232","100","112","1","2021-02-19 13:07:19","R_1jcYzRN7NceH7Li","","","","","30.2935943603516000","120.161407470703000","anonymous","EN","1","800","600","100","1","3","","1","4","","","1","","","","","2","","","","","","1","2","","","2","","","","","","2","","","","","11","1","2","5","1","2","2","7","","602f470f-cb95-d418-3ca8-8ec31cf627a6","M_negative",42,34
"16","2021-02-19 13:04:37","2021-02-19 13:08:23","0","120.208.68.217","100","225","1","2021-02-19 13:08:23","R_3lttmxBWJ2LPMWb","","","","","36.57470703125","111.713714599609000","anonymous","EN","2","10","15","3","3","","","1","1","","2","","","","","2","","","","","","","1","1","","2","","","","","2","","","","","","","11","1","2","6","1","1","2","3","","602f46dc-352f-cdfb-89a4-5f8d390cf7b8","C_negative",50,50
"17","2021-02-19 13:04:54","2021-02-19 13:08:25","0","223.104.212.51","100","211","1","2021-02-19 13:08:26","R_2dhcWykkmapHEfy","","","","","31.054901123046900","121.34930419921900","anonymous","EN","2","450","600","250","2","","4","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","9","2","2","5","1","1","1","3","","602f46c8-f306-31ed-ee45-6da145c2994f","M",62,62
"18","2021-02-19 13:05:23","2021-02-19 13:08:36","0","222.209.83.2","100","192","1","2021-02-19 13:08:36","R_3spPMaLdimXHK54","","","","","30.6667022705078000","104.06671142578100","anonymous","EN","2","700","850","450","3","","","1","1","","2","","","","","2","","","","","","","1","1","","2","","","","","2","","","","","","","10","1","2","5","1","1","1","3","","602f4700-b3fc-79fd-a7d2-60cbf8619a9a","C",50,50
"19","2021-02-19 13:06:09","2021-02-19 13:08:41","0","120.230.83.82","100","151","1","2021-02-19 13:08:41","R_2s77DubfRxYIBnW","","","","","23.11810302734380","113.25390625","anonymous","EN","2","8640","6460","11100","1","5","","2","","4","","","","1","","","","","","","2","","2","","1","","","2","","","","","","","2","","","8","1","1","2","4","2","1","5","","602f4723-2f02-dab1-d600-7cffad1c5553","E_positive",10,18
"20","2021-02-19 13:07:29","2021-02-19 13:08:47","0","221.192.180.80","100","78","1","2021-02-19 13:08:48","R_1ibsc8XImGZzhW8","","","","","40.0050048828125","116.510406494141000","anonymous","EN","2","188","258","2585","1","4","","2","","4","","","","1","","","","","","","1","","2","","2","","","","1","","","","","","","1","","5","1","1","1","4","1","2","4","","602f47c0-4159-7e0a-c09a-2d857ccf2ac3","C",14,14
"21","2021-02-19 13:01:36","2021-02-19 13:08:54","0","111.167.85.83","100","437","1","2021-02-19 13:08:54","R_22Y1cAkm6M4rVaw","","","","","39.14239501953130","117.172698974609000","anonymous","EN","2","26.2","29.4","20","2","","2","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","10","2","2","5","1","1","1","3","","602f460a-c36a-163f-decf-04a5edae69c7","E_negative",62,62
"22","2021-02-19 13:07:08","2021-02-19 13:09:14","0","223.104.170.129","100","126","1","2021-02-19 13:09:15","R_3RmgBpf4fViqF46","","","","","23.11810302734380","113.25390625","anonymous","EN","2","80","300","300","2","","3","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","10","1","2","5","1","1","2","5","","602f4794-9b7b-9d19-11d5-491f2467efdb","M_negative",62,62
"23","2021-02-19 13:07:26","2021-02-19 13:09:16","0","117.186.4.38","100","110","1","2021-02-19 13:09:16","R_3qDbc5QGqxi833F","","","","","31.054901123046900","121.34930419921900","anonymous","EN","3","240","240","1000","3","","","1","4","","","2","","","","","","2","","","","","1","2","","","2","","","","","","2","","","","","8","2","3","4","1","4","3","10","","602f47c1-8698-80f2-68ca-1fa0c4b258bf","E",34,34
"24","2021-02-19 13:04:43","2021-02-19 13:09:23","0","202.127.144.106","100","280","1","2021-02-19 13:09:24","R_3Uxkhvr2VM73pqF","","","","","31.4120025634766000","121.495086669922000","anonymous","EN","1","40","32","14","3","","","2","","1","","","2","","","","","","","1","","","1","1","","1","","","","2","","","","","","","","10","2","1","5","2","2","2","9","","602f46cd-f454-35b3-d4a6-71d018157924","E_negative",22,58
"25","2021-02-19 13:03:29","2021-02-19 13:09:44","0","123.234.99.196","100","374","1","2021-02-19 13:09:44","R_3RdVAHOB1Yab0hS","","","","","36.0659942626953000","120.369384765625","anonymous","EN","1","50","40","100","1","6","","2","","1","","","1","","","","","","1","","","","1","2","","","2","","","","","","2","","","","","8","2","2","5","1","1","2","1","","602f4685-a960-f1ca-4c26-fc2a49894d63","E_positive",30,34
"26","2021-02-19 13:03:16","2021-02-19 13:09:47","0","42.203.207.208","100","391","1","2021-02-19 13:09:48","R_OkjaKsDNwReVetX","","","","","41.12359619140630","122.989990234375","anonymous","EN","1","30","30","300","2","","3","2","","1","","","2","","","","","","","2","","","2","","2","","","","2","","","","","","","","1","10","2","1","5","1","2","2","3","","602f464e-6028-93e8-39ce-38fd0f501a35","M_positive",18,6
"27","2021-02-19 13:05:28","2021-02-19 13:09:49","0","117.10.206.96","100","261","1","2021-02-19 13:09:49","R_AuhJRo9EzM1NewN","","","","","39.14239501953130","117.172698974609000","anonymous","EN","2","300","400","400","3","","","1","1","","2","","","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","10","2","2","6","1","1","2","3","","602f4710-0cc6-d0e9-9f70-dac30d95f490","M",54,62
"28","2021-02-19 13:07:11","2021-02-19 13:09:57","0","60.17.1.140","100","166","1","2021-02-19 13:09:58","R_3jZ0ycvfN1Wpb0f","","","","","41.792205810546900","123.43280029296900","anonymous","EN","2","24","20","2","2","","8","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","10","1","2","5","1","1","2","3","","602f47b1-a063-3d45-330c-6c5fad283de3","M_positive",62,62
"29","2021-02-19 13:07:02","2021-02-19 13:10:17","0","117.12.147.154","100","194","1","2021-02-19 13:10:17","R_pQQ4qqwp2w9ILqV","","","","","39.14239501953130","117.172698974609000","anonymous","EN","1","250","300","50","1","5","","2","","4","","","","2","","","","","","","","1","2","","1","","","1","","","","","","2","","","","9","2","1","6","4","3","1","1","","602f478f-6d35-8971-4ad0-39d34f2b0d4d","C_positive",6,26
"30","2021-02-19 13:04:49","2021-02-19 13:10:20","0","27.193.194.134","100","330","1","2021-02-19 13:10:21","R_2cAam2xDydgXtV2","","","","","31.24200439453130","121.47601318359400","anonymous","EN","3","60","65","30","2","","3","1","1","","1","","","","2","","","","","","","","1","1","","1","","","","1","","","","","","","","11","1","2","5","1","1","1","5","","602f4707-8002-8017-2ef7-06e8206770cc","M_positive",58,62
"31","2021-02-19 13:01:45","2021-02-19 13:10:27","0","180.169.69.99","100","522","1","2021-02-19 13:10:27","R_3fJ2FsBHokHEz9S","","","","","31.2277069091797000","121.41680908203100","anonymous","EN","2","46","56","6","2","","3","1","4","","","2","","","","","","1","","","","","1","2","","","2","","","","","","1","","","","","8","2","2","5","1","1","2","7","","602f461d-096d-88b3-25fe-e8d48b22c831","E",38,38
"32","2021-02-19 13:03:40","2021-02-19 13:10:33","0","124.236.58.172","100","413","1","2021-02-19 13:10:34","R_b2PM5hI2z08vUOJ","","","","","41.792205810546900","123.43280029296900","anonymous","EN","2","10","90","40","2","","1","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","10","1","3","5","1","1","2","1","","602f4690-10c9-ea18-4f93-0bb4e885167e","C_negative",62,62
"33","2021-02-19 13:04:02","2021-02-19 13:10:35","0","171.113.85.17","100","392","1","2021-02-19 13:10:35","R_2xWUL3gj9I7rcjh","","","","","39.928497314453100","116.385009765625","anonymous","EN","2","22","88","60","2","","4","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","11","1","2","6","1","1","2","3","","602f469c-f457-fc26-33d6-41d3b0a75a50","E_negative",62,62
"34","2021-02-19 13:09:38","2021-02-19 13:11:04","0","223.104.65.164","100","86","1","2021-02-19 13:11:05","R_3fC4nxH5aqOBLQq","","","","","23.11810302734380","113.25390625","anonymous","EN","2","57","80","20","1","6","","1","1","","2","","","","","1","","","","","","","1","1","","1","","","","2","","","","","","","","10","1","2","5","1","1","2","2","","602f4805-11e1-853a-6352-0df94bf962e1","M_negative",54,58
"35","2021-02-19 13:01:47","2021-02-19 13:11:22","0","119.191.14.91","100","574","1","2021-02-19 13:11:22","R_3hF8C4OX4aUXEyo","","","","","31.054901123046900","121.34930419921900","anonymous","EN","1","87","87","0","3","","","2","","1","","","1","","","","","","1","","","","1","2","","","1","","","","","2","","","","","","10","2","2","6","1","2","1","9","","602f466c-6025-b179-cf37-be9a88dcde9e","M",30,42
"36","2021-02-19 13:06:27","2021-02-19 13:11:27","0","111.58.124.226","100","299","1","2021-02-19 13:11:27","R_3LcJpmBElduzpQK","","","","","21.9730072021484000","108.6260986328130","anonymous","EN","1","87.6","50","37","2","","2","2","","1","","","2","","","","","","","2","","","2","","2","","","","2","","","","","","","","1","7","1","2","5","1","1","2","2","","602f470d-9f15-f2b4-e33a-d45eecbad3ea","E",18,6
"37","2021-02-19 13:05:40","2021-02-19 13:11:29","0","117.136.102.81","100","348","1","2021-02-19 13:11:29","R_VKMgZvdi76m8uAx","","","","","31.8639068603516000","117.280792236328000","anonymous","EN","2","87.6","87.6","0","3","","","2","","1","","","1","","","","","","2","","","","2","","1","","","1","","","","","","2","","","","11","2","1","5","1","2","1","9","","602f473e-5fb9-b2bc-4963-bc2a0d882189","E_negative",26,26
"38","2021-02-19 13:07:33","2021-02-19 13:11:50","0","223.106.152.93","100","257","1","2021-02-19 13:11:51","R_2rYO7uTpdzbvCxl","","","","","31.893707275390600","121.175689697266000","anonymous","EN","1","300","300","1000","2","","6","1","1","","1","","","","2","","","","","","","","1","1","","1","","","","2","","","","","","","","8","2","1","5","1","1","2","1","","602f4779-fb88-8e3c-e6d2-f8c51a7074a3","C",58,58
"39","2021-02-19 13:10:04","2021-02-19 13:12:04","0","36.250.247.77","100","120","1","2021-02-19 13:12:05","R_3MamezMo0BzPery","","","","","24.47979736328130","118.0819091796880","anonymous","EN","2","1000","1100","100","3","","","1","4","","","1","","","","","2","","","","","","1","2","","","1","","","","","2","","","","","","11","2","2","5","1","2","2","1","","602f480d-2571-ba29-03af-cb2fc5c8b8d5","C_negative",42,42
"40","2021-02-19 13:05:51","2021-02-19 13:12:33","0","27.200.89.166","100","401","1","2021-02-19 13:12:33","R_57Q9JQ1yGO6OqNr","","","","","35.900604248046900","117.75189208984400","anonymous","EN","2","21.9","87.6","40","2","","2","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","9","1","2","4","1","1","1","9","","602f4763-5a67-6b74-e7b7-7b7e47a25422","E_positive",62,62
"41","2021-02-19 13:05:52","2021-02-19 13:12:36","0","27.13.202.121","100","403","1","2021-02-19 13:12:36","R_1OTOZQaYUU3Lrpu","","","","","31.054901123046900","121.34930419921900","anonymous","EN","2","21.9","87.6","65","3","","","1","1","","1","","","","2","","","","","","","","1","1","","1","","","","1","","","","","","","","10","2","3","5","1","1","1","5","","602f4764-c251-7e3b-da46-1344d1f4b754","M",58,62
"42","2021-02-19 13:10:50","2021-02-19 13:12:47","0","222.131.240.211","100","116","1","2021-02-19 13:12:48","R_2rPB97bh1sT7tlc","","","","","39.928497314453100","116.385009765625","anonymous","EN","2","10","10","30","2","","2","2","","4","","","","2","","","","","","","","2","2","","2","","","","2","","","","","","","","2","6","1","3","5","1","2","2","2","","602f488d-4233-5c24-a7ed-825b5dcd3a4e","M_positive",2,2
"43","2021-02-19 13:08:26","2021-02-19 13:12:57","0","101.66.6.64","100","271","1","2021-02-19 13:12:58","R_262YPSxjTPHMTQL","","","","","29.5897064208984000","121.417205810547000","anonymous","EN","1","90","45","40","1","7","","2","","1","","","2","","","","","","","1","","","2","","1","","","2","","","","","","","1","","","8","1","3","5","1","1","2","9","","602f47a8-7667-da3b-7f9a-8f94e0d143f6","C",22,22
"44","2021-02-19 13:09:59","2021-02-19 13:13:07","0","49.76.41.126","100","188","1","2021-02-19 13:13:08","R_3Uj4VrjKfUFCVTr","","","","","32.018096923828100","120.068389892578000","anonymous","EN","2","8000","10000","2000","2","","2","1","1","","2","","","","","2","","","","","","","1","1","","2","","","","","2","","","","","","","11","2","2","6","1","1","1","1","","602f47f6-c579-7f6d-5d32-638e9e84de5b","M",50,50
"45","2021-02-19 13:11:01","2021-02-19 13:13:11","0","112.64.53.243","100","129","1","2021-02-19 13:13:11","R_1DYV0iz6Iz0you3","","","","","31.054901123046900","121.34930419921900","anonymous","EN","3","20","20","20","2","","3","1","4","","","1","","","","","1","","","","","","1","1","","1","","","","1","","","","","","","","6","1","3","1","2","1","2","4","","602f46c5-9e65-415a-45fa-7dcca7d59b38","C_positive",46,62
"46","2021-02-19 13:07:10","2021-02-19 13:13:21","0","171.113.139.66","100","370","1","2021-02-19 13:13:21","R_3lYVjE0ZwpPuivU","","","","","30.5890045166016000","114.268096923828000","anonymous","EN","3","10","10","5","3","","","2","","4","","","","2","","","","","","","","2","2","","2","","","","1","","","","","","","1","","10","2","2","5","1","2","2","6","","602f476a-979a-30ed-3f45-e7a4e809e595","E_negative",2,14
"47","2021-02-19 13:12:29","2021-02-19 13:13:40","0","183.94.205.66","100","70","1","2021-02-19 13:13:40","R_3po3dg2cqnXQhZ1","","","","","34.773193359375","113.72198486328100","anonymous","EN","1","200","150","50","3","","","1","4","","","2","","","","","","1","","","","","2","","1","","","2","","","","","","","1","","","8","2","1","5","1","1","2","1","","602f48ad-2c2d-301e-02e7-3dd7b8516936","M_positive",38,22
"48","2021-02-19 13:05:45","2021-02-19 13:14:14","0","111.224.206.96","100","509","1","2021-02-19 13:14:15","R_2Sidl4tH8nK99mQ","","","","","39.928497314453100","116.385009765625","anonymous","EN","2","87.6","60","10","2","","4","1","4","","","2","","","","","","1","","","","","1","2","","","2","","","","","","1","","","","","9","1","4","2","1","1","3","8","","602f473b-b497-6973-89fe-346becdc1f17","E",38,38
"49","2021-02-19 13:07:36","2021-02-19 13:14:22","0","182.46.145.205","100","405","1","2021-02-19 13:14:23","R_qFneEPmwlYoKQbD","","","","","31.054901123046900","121.34930419921900","anonymous","EN","2","150","200","30","2","","6","2","","1","","","1","","","","","","2","","","","1","2","","","1","","","","","2","","","","","","10","1","2","5","1","2","2","9","","602f479e-94db-244b-8e06-b06c366459e8","C_positive",26,42
"50","2021-02-19 13:08:39","2021-02-19 13:14:24","0","121.226.81.19","100","344","1","2021-02-19 13:14:25","R_3nDyhAHDrfSMMVT","","","","","31.054901123046900","121.34930419921900","anonymous","EN","2","87.6","50","20","2","","5","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","11","1","2","5","1","1","1","3","","602f47b0-32f6-8cb4-5c51-9de0d56f7e49","C_positive",62,62
"51","2021-02-19 13:05:57","2021-02-19 13:14:43","0","183.93.98.171","100","525","1","2021-02-19 13:14:43","R_1kRCejWSOK4Ch3m","","","","","30.5890045166016000","114.268096923828000","anonymous","EN","3","70","87","10","3","","","1","4","","","2","","","","","","2","","","","","1","2","","","2","","","","","","2","","","","","7","1","2","4","1","4","1","1","","602f4717-109d-f3a3-06ae-24e43cc52608","E_positive",34,34
"52","2021-02-19 13:12:44","2021-02-19 13:14:51","0","60.214.111.2","100","126","1","2021-02-19 13:14:51","R_siMtVxlznsjoIaB","","","","","32.06170654296880","118.777801513672000","anonymous","EN","2","100","150","200","2","","3","2","","1","","","1","","","","","","1","","","","2","","1","","","1","","","","","","1","","","","9","2","2","5","1","2","1","1","","602f48b8-605a-997e-362f-8cd81cc09cde","C",30,30
"53","2021-02-19 13:07:53","2021-02-19 13:14:53","0","183.224.103.5","100","420","1","2021-02-19 13:14:54","R_1JDsu8JrmMubKpz","","","","","25.5847015380859000","100.212310791016000","anonymous","EN","3","20","20","50","3","","","2","","1","","","1","","","","","","1","","","","1","1","","1","","","","1","","","","","","","","7","2","3","4","1","1","1","9","","602f47d7-5796-b638-2bc3-1241a76b43df","M_negative",30,62
"54","2021-02-19 13:13:56","2021-02-19 13:15:19","0","39.181.224.219","100","82","1","2021-02-19 13:15:19","R_3L7pxKs0Z0mnKgq","","","","","28.6627044677734000","121.43310546875","anonymous","EN","1","82727","828","2828","1","2","","1","1","","1","","","","2","","","","","","","","1","2","","","1","","","","","1","","","","","","9","1","1","4","3","2","3","3","","602f48d6-9fee-4960-c2c1-881a3fa04ed8","E_positive",58,46
"55","2021-02-19 13:03:45","2021-02-19 13:15:39","0","112.36.108.0","100","713","1","2021-02-19 13:15:39","R_PHAF5ThDLPcatzP","","","","","35.2606964111328000","117.9744873046880","anonymous","EN","3","200","200","30","3","","","1","1","","2","","","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","10","2","2","4","1","1","1","9","","602f469d-b488-b2cb-df85-6f88e7e618ec","M_negative",54,62
"56","2021-02-19 13:13:53","2021-02-19 13:15:47","0","58.240.117.42","100","113","1","2021-02-19 13:15:47","R_vZUFANiy6qRWEFz","","","","","32.06170654296880","118.777801513672000","anonymous","EN","3","20","20","200","3","","","2","","1","","","1","","","","","","1","","","","1","2","","","2","","","","","","2","","","","","4","2","2","4","1","1","2","10","","602f48ec-6463-f83d-1b1d-824821b8acfd","M",30,34
"57","2021-02-19 13:09:13","2021-02-19 13:15:47","0","183.184.167.153","100","394","1","2021-02-19 13:15:47","R_3pchw9mcTcLcjuG","","","","","39.9906005859375","116.2886962890630","anonymous","EN","3","100","100","300","3","","","1","4","","","2","","","","","","2","","","","","2","","1","","","1","","","","","","1","","","","11","2","1","5","1","1","2","1","","602f47dc-42c7-7319-adca-d3e62d58c7d1","E",34,30
"58","2021-02-19 13:14:00","2021-02-19 13:15:58","0","223.104.159.206","100","118","1","2021-02-19 13:15:59","R_3qsep94P3XEBtIc","","","","","30.2935943603516000","120.161407470703000","anonymous","EN","1","300","330","80","3","","","2","","4","","","","2","","","","","","","","2","2","","2","","","","2","","","","","","","","2","9","1","1","5","2","1","2","1","","602f48f1-f7f0-c534-53bb-5dd5c076a7b4","C_negative",2,2
"59","2021-02-19 13:09:28","2021-02-19 13:16:08","0","112.96.198.29","100","399","1","2021-02-19 13:16:08","R_2TyZZ42seOkVtjm","","","","","23.11810302734380","113.25390625","anonymous","EN","2","85","90","3","2","","2","2","","4","","","","1","","","","","","","1","","1","1","","1","","","","2","","","","","","","","11","1","2","4","1","1","2","3","","602f4794-8915-6f12-f0e2-29dca6e09b0a","M_positive",14,58
"60","2021-02-19 13:14:07","2021-02-19 13:16:20","0","112.96.70.31","100","132","1","2021-02-19 13:16:20","R_1CCKJWAx9BAmdeg","","","","","23.11810302734380","113.25390625","anonymous","EN","2","200","240","10","2","","7","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","8","2","1","6","1","1","1","1","","602f491d-d63b-5f50-80db-317562c5d3dc","M_negative",62,62
"61","2021-02-19 13:13:39","2021-02-19 13:16:23","0","223.104.49.173","100","163","1","2021-02-19 13:16:23","R_3GpMAJCN5ABGMlO","","","","","23.11810302734380","113.25390625","anonymous","EN","2","20","40","20","3","","","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","7","1","1","4","1","1","2","1","","602f48e2-c457-246f-12c3-8b2655338386","E",62,62
"62","2021-02-19 13:11:17","2021-02-19 13:16:29","0","101.83.99.188","100","311","1","2021-02-19 13:16:29","R_3oNoyBX40imwg88","","","","","31.2277069091797000","121.41680908203100","anonymous","EN","1","60","120","250","2","","3","1","1","","1","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","","10","1","3","5","1","1","2","1","","602f4864-8001-d7ae-3fb9-7af7f9af6394","E_positive",62,62
"63","2021-02-19 13:11:42","2021-02-19 13:16:37","0","183.20.119.37","100","294","1","2021-02-19 13:16:37","R_RawQoG4a2u1by1P","","","","","22.8766937255859000","114.77630615234400","anonymous","EN","2","120","130","90","3","","","1","1","","2","","","","","2","","","","","","","1","2","","","1","","","","","2","","","","","","7","1","2","5","1","1","1","1","","602f485f-4e68-bb67-6ea8-eac54af3c1e1","C_positive",50,42
"64","2021-02-19 13:13:06","2021-02-19 13:16:45","0","123.158.160.112","100","219","1","2021-02-19 13:16:45","R_XuZDItweRZnK4A9","","","","","28.6627044677734000","121.43310546875","anonymous","EN","1","3","2","1","3","","","1","1","","1","","","","2","","","","","","","","1","2","","","2","","","","","","1","","","","","6","1","2","5","3","1","2","4","","602f48a8-86a5-3483-236b-d45a6aae824c","M",58,38
"65","2021-02-19 13:09:55","2021-02-19 13:17:04","0","39.152.204.98","100","428","1","2021-02-19 13:17:04","R_30e0D4MQ7Z1nr9J","","","","","39.928497314453100","116.385009765625","anonymous","EN","2","20","36","8","2","","5","1","1","","2","","","","","2","","","","","","","1","1","","2","","","","","2","","","","","","","10","1","3","5","1","1","1","10","","602f4806-1395-ff3a-d9e9-8fc615983648","E_negative",50,50
"66","2021-02-19 13:13:17","2021-02-19 13:17:09","0","222.134.40.22","100","232","1","2021-02-19 13:17:10","R_72trILSduIg62JP","","","","","37.36669921875","118.016693115234000","anonymous","EN","2","50","30","10","2","","4","1","1","","1","","","","2","","","","","","","","1","1","","1","","","","2","","","","","","","","7","1","2","5","1","1","1","8","","602f4905-6464-4cc6-fbde-cb751382750c","C_positive",58,58
"67","2021-02-19 13:07:30","2021-02-19 13:17:17","0","210.22.185.10","100","586","1","2021-02-19 13:17:17","R_3siXY6xSNoRqXIJ","","","","","31.2465057373047000","121.49139404296900","anonymous","EN","3","300","300","150","1","8","","2","","4","","","","1","","","","","","","2","","1","2","","","1","","","","","1","","","","","","10","2","2","5","1","1","2","1","","602f47be-e3bf-fa63-0282-d8f9ce191d12","E_negative",10,46
